Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Department,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
GAM,E398,Scytalopus,latrans,,,Passeriformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,F58,Turdus,serranus,,,Passeriformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,"Left R2+3 , Right R2",Coeligena,wilsoni,,,Apodiformes,U,12.2,Thu Jun 04 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'55.6'',"076°06'09,9''",1900,NO,,,,,,,,,,,,
GAM,Left R3+4,Aglaiocercus,coelestis,,,Apodiformes,F,10.42,Thu Jun 04 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'55.6'',"076°06'09,9''",1900,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
GAM,NA,Ocreatus,underwoodii,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
GAM,NA,Haplophaedia,aureliae,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,syrmatophorus,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,NA,Haplophaedia,aureliae,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
GAM,NA,Haplophaedia,aureliae,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,syrmatophorus,,,Apodiformes,NA,300,Thu Jun 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
GAM,C227,Thamnophilus,unicolor,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,C982,Chlorospingus,semifuscus,,,Passeriformes,U,44.16,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,"E3,81",1,,,0,0,,,0,
GAM,E185,Turdus,leucops,,,Passeriformes,M,113.86,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,"E3,79; E3,80",1,,,0,0,1,,1 hippoboscid fly,
GAM,E308,Dendrocincla,tyrannina,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E310,Syndactyla,subalaris,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,"E4,20",0,,,0,0,,,1 Coleoptero,
GAM,E397,Pseudocolaptes,boissonneautii,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F59,Arremon,brunneinucha,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F60,Turdus,serranus,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,YES,,Universidad Icesi,"E4,21",1,,,0,0,,,0,
GAM,"Left R2+4 , Right R2",Coeligena,wilsoni,,,Apodiformes,U,14.47,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,"Left R2+4 , Right R3",Phaethornis,syrmatophorus,,,Apodiformes,U,11.69,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,"Left R2+4 , Right R4",Phaethornis,syrmatophorus,,,Apodiformes,U,12.23,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,Left R3 + Right R2,Urochroa,bougueri,,,Passeriformes,U,23,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,Right R2+3,Eutoxeres,aquila,,,Apodiformes,U,22.01,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,"E4,1",0,,,0,0,,,5 mites,
GAM,B48,Mionectes,striaticollis,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
GAM,B54,Mionectes,striaticollis,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
GAM,C203,Myiothlypis,coronatus,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
GAM,C207,Myiothlypis,coronatus,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
GAM,C226,Henicorhina,leucophrys,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,C228,Premnoplex,brunnescens,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
GAM,C982,Chlorospingus,semifuscus,,,Passeriformes,U,44.16,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,C983,Myadestes,ralloides,,,Passeriformes,U,53.21,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,C983,Myadestes,ralloides,,,Passeriformes,U,53.21,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,E309,Xiphorhynchus,erythropygius,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
GAM,E541,Xiphorhynchus,erythropygius,,,Passeriformes,NA,301,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
GAM,F50027,Turdus,leucops,,,Passeriformes,F,149.35,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,F50027,Turdus,leucops,,,Passeriformes,F,149.35,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,F50028,Turdus,leucops,,,Passeriformes,F,142.81,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,F50028,Turdus,leucops,,,Passeriformes,F,142.81,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,F57,Thripadectes,virgaticeps,,,Passeriformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,Left R2+4,Aglaiocercus,coelestis,,,Apodiformes,F,10.33,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,Left R5,Aglaiocercus,coelestis,,,Apodiformes,M,12.01,Fri Jun 05 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
GAM,NA,Ocreatus,underwoodii,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,syrmatophorus,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,NA,Schistes,albogularis,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,NA,300,Fri Jun 05 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
GAM,B60,Mionectes,striaticollis,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,YES,,Universidad Icesi,"E4,22",1,,,0,0,,,0,
GAM,D565,Pipreola,riefferii,,,Passeriformes,M,93.21,Sat Jun 06 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E312,Cyphorhinus,thoracicus,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,YES,,Universidad Icesi,"E4,23",0,,,0,0,,1,,
GAM,E313,Cyphorhinus,thoracicus,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F61,Thripadectes,virgaticeps,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F62,Turdus,serranus,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,"E4,24",2,,,0,0,,,0,
GAM,B55,Basileuterus,tristriatus,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
GAM,B56,Diglossa,albilatera,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
GAM,B57,Mionectes,striaticollis,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,NO,,,,,,,,,,,,
GAM,B58,Mionectes,striaticollis,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26382,76.39921,2264,NO,,,,,,,,,,,,
GAM,B59,Mionectes,striaticollis,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.2631,76.39901,2470,NO,,,,,,,,,,,,
GAM,B61,Mionectes,striaticollis,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,B62,Mionectes,striaticollis,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,C229,Premnoplex,brunnescens,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,C229,Premnoplex,brunnescens,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
GAM,C231,Henicorhina,leucophrys,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
GAM,C232,Henicorhina,leucophrys,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,NO,,,,,,,,,,,,
GAM,C233,Henicorhina,leucophrys,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26275,76.39835,2503,NO,,,,,,,,,,,,
GAM,C234,Premnoplex,brunnescens,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,NO,,,,,,,,,,,,
GAM,E311,Lepidicolaptes,lacrymiger,,,Passeriformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,NO,,,,,,,,,,,,
GAM,E396,Syndactyla,subalaris,,,Passeriformes,NA,301,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,NO,,,,,,,,,,,,
GAM,NA,Phaethornis,syrmatophorus,,,Apodiformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
GAM,NA,Coeligena,torquata,,,Apodiformes,NA,300,Sat Jun 06 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.4002,2463,NO,,,,,,,,,,,,
GAM,Right R3 + ??,Phaethornis,syrmatophorus,,,Apodiformes,U,11.3,Sun Jun 07 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,"E4,2",0,,,0,0,,,1 beetle,
GAM,E116,Pipreola,riefferii,,,Passeriformes,M,96.81,Mon Jun 08 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,B63,Vireo,leucophrys,,,Passeriformes,NA,301,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26212,76.40194,2507,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,B64,Mionectes,striaticollis,,,Passeriformes,NA,301,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26136,76.39932,2623,YES,,Universidad Icesi,"E4,27",0,,,Many,0,,,0,
GAM,C235,Myiothlypis,coronatus,,,Passeriformes,NA,301,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,YES,,Universidad Icesi,"E4,26",1,,,0,0,,,0,
GAM,E186,Pipreola,jucunda,,,Passeriformes,M,110,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,"E4,3",2,wing,,0,0,,,0,
GAM,E314,Grallaricula,nana,,,Passeriformes,NA,300,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26399,76.39822,2466,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E395,Dendrocincla,tyrannina,,,Passeriformes,NA,300,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26292,76.39703,2499,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F64,Arremon,brunneinucha,,,Passeriformes,NA,300,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26203,76.4001,2519,YES,,Universidad Icesi,"E4,25",0,,,0,0,,1,,
GAM,"Left R2+4 , Right R4",Phaethornis,syrmatophorus,,,Apodiformes,U,12.23,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,"Left R4 , Right R3+4",Aglaiocercus,coelestis,,,Apodiformes,F,9.49,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,Left R6,Geotrygon,frenata,,,Columbiformes,U,255,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,YES,,Universidad Icesi,"E4,4",1,,,0,0,,,0,
GAM,A2647,Pseudotriccus,pelzelni,,,Passeriformes,U,20.25,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,A2647,Pseudotriccus,pelzelni,,,Passeriformes,U,20.25,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,A2648,Henicorhina,sp.,,,Passeriformes,U,29.67,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,A2648,Henicorhina,sp.,,,Passeriformes,U,29.67,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,A2649,Pseudotriccus,pelzelni,,,Passeriformes,U,26.25,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,A2649,Pseudotriccus,pelzelni,,,Passeriformes,U,26.25,Tue Jun 09 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'56.9'',"076°06'17,8''",2000,NO,,,,,,,,,,,,
GAM,B65,Ochthoeca,diadema,,,Passeriformes,NA,300,Tue Jun 09 00:00:00 PDT 2015,Colombia,Valle del cauca,La leonera,farallones,El pato,Estacion Biologica de Icesi Zygia,3.26257,76.40235,2470,NO,,,,,,,,,,,,
